query	subject	pident	length	mismatch	gapopen	query_start	query_end	subject_start	subject_end	evalue	bitscore
KI_SAMEA5996379_contig1	C/TW3/OT	99.749	1194	3	0	792674	793867	1194	1	0	2189
KI_SAMEA5996387_contig1	C/TW3/OT	99.749	1194	3	0	792977	794170	1194	1	0	2189
KI_SAMEA5996390_contig1	C/TW3/OT	99.749	1194	3	0	792529	793722	1194	1	0	2189
KI_SAMEA5996391_contig1	C/TW3/OT	99.749	1194	3	0	781520	782713	1194	1	0	2189
NL_SAMEA1559219_contig1	Ba/Apache2	98.987	1185	12	0	247354	248538	1185	1	0	2122
NP_230807_contig1	C/TW3/OT	99.916	1194	1	0	781741	782934	1194	1	0	2200
NP_236207_contig1	C/TW3/OT	99.916	1194	1	0	782369	783562	1194	1	0	2200
NP_246617_contig1	C/TW3/OT	99.916	1194	1	0	782325	783518	1194	1	0	2200
NP_247505_contig1	C/TW3/OT	99.832	1194	2	0	783145	784338	1194	1	0	2194
NP_36405_contig1	C/TW3/OT	99.832	1194	2	0	780202	781395	1194	1	0	2194
SA_SAMEA1559290_contig1	Ba/Apache2	99.747	1185	3	0	941373	942557	1185	1	0	2172
SA_SAMEA2030037_contig1	A/SA-1	99.58	1191	5	0	791994	793184	1191	1	0	2172
SA_SAMEA2030037_contig4	L2c	100	1009	0	0	1	1009	1009	1	0	1864
SD_SAMEA5571957_contig1	A/SA-1	99.58	1191	5	0	206599	207789	1191	1	0	2172
SD_SAMEA5571958_contig1	A/SA-1	99.58	1191	5	0	206574	207764	1191	1	0	2172
SD_SAMEA5571959_contig1	A/SA-1	99.58	1191	5	0	537207	538397	1191	1	0	2172
SD_SAMEA5571960_contig1	A/SA-1	99.664	1191	4	0	206636	207826	1191	1	0	2178
SD_SAMEA5571961_contig1	A/SA-1	99.58	1191	5	0	411751	412941	1191	1	0	2172
SD_SAMEA5571962_contig1	A/SA-1	99.664	1191	4	0	411762	412952	1191	1	0	2178
SD_SAMEA5571963_contig1	A/SA-1	99.664	1191	4	0	941158	942348	1191	1	0	2178
SD_SAMEA5571964_contig1	A/SA-1	99.664	1191	4	0	247567	248757	1191	1	0	2178
SD_SAMEA5571965_contig1	A/SA-1	99.58	1191	5	0	941158	942348	1191	1	0	2172
SD_SAMEA5571966_contig1	A/SA-1	99.16	1191	10	0	808122	809312	1191	1	0	2145
SD_SAMEA5571966_contig10	A/SA-1	100	190	0	0	1	190	645	834	4.78E-100	351
SD_SAMEA5571966_contig5	A/SA-1	100	430	0	0	1	430	306	735	0	795
SD_SAMEA5571966_contig9	K/UW31/Cx	98.947	190	2	0	1	190	645	834	1.04E-96	340
SD_SAMEA5571966_contig97	A/SA-1	100	183	0	0	1	183	214	396	3.58E-96	339
SD_SAMEA5571967_contig1	A/SA-1	99.664	1191	4	0	597263	598453	1191	1	0	2178
SD_SAMEA5571968_contig1	A/SA-1	99.664	1191	4	0	824013	825203	1191	1	0	2178
SW_SAMEA1398311_contig1	G/UW57/Cx	99.916	1188	1	0	727233	728420	1188	1	0	2189
SW_SAMEA1398346_contig1	E/Bour	100	1182	0	0	727683	728864	1182	1	0	2183
TW_SAMEA1973344_contig1	C/TW3/OT	100	1194	0	0	728847	730040	1194	1	0	2206
TZ_SAMEA13468937_contig1	Ba/Apache2	99.578	1185	5	0	247671	248855	1185	1	0	2161
TZ_SAMEA13468938_contig1	Ba/Apache2	99.578	1185	5	0	729164	730348	1185	1	0	2161
TZ_SAMEA13468939_contig1	Ba/Apache2	99.578	1185	5	0	729163	730347	1185	1	0	2161
TZ_SAMEA13468940_contig1	Ba/Apache2	99.578	1185	5	0	729392	730576	1185	1	0	2161
TZ_SAMEA13468941_contig1	Ba/Apache2	99.578	1185	5	0	728953	730137	1185	1	0	2161
TZ_SAMEA13468943_contig1	Ba/Apache2	99.578	1185	5	0	729164	730348	1185	1	0	2161
TZ_SAMEA13468944_contig1	Ba/Apache2	99.578	1185	5	0	937763	938947	1185	1	0	2161
TZ_SAMEA13468945_contig1	A/SA-1	99.412	1191	7	0	963919	965109	1191	1	0	2161
TZ_SAMEA13468946_contig1	A/SA-1	99.412	1191	7	0	247706	248896	1191	1	0	2161
TZ_SAMEA13468947_contig1	Ba/Apache2	99.578	1185	5	0	247713	248897	1185	1	0	2161
TZ_SAMEA13468949_contig1	Ba/Apache2	99.578	1185	5	0	788542	789726	1185	1	0	2161
TZ_SAMEA13468950_contig1	Ba/Apache2	99.494	1185	6	0	729348	730532	1185	1	0	2156
TZ_SAMEA13468952_contig1	Ba/Apache2	99.578	1185	5	0	724947	726131	1185	1	0	2161
TZ_SAMEA13468953_contig1	Ba/Apache2	99.578	1185	5	0	930986	932170	1185	1	0	2161
TZ_SAMEA13468956_contig1	Ba/Apache2	99.578	1185	5	0	206594	207778	1185	1	0	2161
TZ_SAMEA13468957_contig1	Ba/Apache2	99.578	1185	5	0	692657	693841	1185	1	0	2161
TZ_SAMEA13468959_contig1	Ba/Apache2	99.578	1185	5	0	247678	248862	1185	1	0	2161
TZ_SAMEA13468960_contig1	Ba/Apache2	99.578	1185	5	0	729606	730790	1185	1	0	2161
TZ_SAMEA13468962_contig1	Ba/Apache2	99.578	1185	5	0	206634	207818	1185	1	0	2161
TZ_SAMEA13468963_contig1	A/SA-1	99.412	1191	7	0	729450	730640	1191	1	0	2161
TZ_SAMEA13468964_contig1	A/SA-1	99.412	1191	7	0	942037	943227	1191	1	0	2161
TZ_SAMEA13468966_contig1	Ba/Apache2	99.578	1185	5	0	206598	207782	1185	1	0	2161
TZ_SAMEA13468967_contig1	Ba/Apache2	99.578	1185	5	0	206581	207765	1185	1	0	2161
TZ_SAMEA13468968_contig1	Ba/Apache2	99.494	1185	6	0	729378	730562	1185	1	0	2156
TZ_SAMEA13468969_contig1	Ba/Apache2	99.494	1185	6	0	807132	808316	1185	1	0	2156
TZ_SAMEA13468970_contig1	Ba/Apache2	99.494	1185	6	0	941878	943062	1185	1	0	2156
TZ_SAMEA13468971_contig1	Ba/Apache2	99.578	1185	5	0	247719	248903	1185	1	0	2161
TZ_SAMEA13468972_contig1	Ba/Apache2	99.578	1185	5	0	206575	207759	1185	1	0	2161
TZ_SAMEA13468973_contig1	Ba/Apache2	99.578	1185	5	0	133003	134187	1185	1	0	2161
TZ_SAMEA13468975_contig1	Ba/Apache2	99.578	1185	5	0	729280	730464	1185	1	0	2161
TZ_SAMEA13468977_contig1	Ba/Apache2	99.578	1185	5	0	247678	248862	1185	1	0	2161
TZ_SAMEA13468979_contig1	Ba/Apache2	99.578	1185	5	0	941704	942888	1185	1	0	2161
TZ_SAMEA13468980_contig1	Ba/Apache2	99.578	1185	5	0	206603	207787	1185	1	0	2161
TZ_SAMEA13468981_contig1	Ba/Apache2	99.578	1185	5	0	748520	749704	1185	1	0	2161
TZ_SAMEA1527841_contig1	A/SA-1	99.412	1191	7	0	247533	248723	1191	1	0	2161
TZ_SAMEA1527844_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527846_contig1	A/SA-1	99.412	1191	7	0	628162	629352	1191	1	0	2161
TZ_SAMEA1527847_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527848_contig1	A/SA-1	99.328	1191	8	0	628930	630120	1191	1	0	2156
TZ_SAMEA1527849_contig1	A/SA-1	99.412	1191	7	0	628789	629979	1191	1	0	2161
TZ_SAMEA1527851_contig1	A/SA-1	99.412	1191	7	0	628061	629251	1191	1	0	2161
TZ_SAMEA1527856_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527859_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527861_contig1	A/SA-1	99.412	1191	7	0	628223	629413	1191	1	0	2161
TZ_SAMEA1527864_contig1	A/SA-1	99.412	1191	7	0	440473	441663	1191	1	0	2161
TZ_SAMEA1527866_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527867_contig1	A/SA-1	99.412	1191	7	0	1004257	1005447	1191	1	0	2161
TZ_SAMEA1527869_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527873_contig1	A/SA-1	99.412	1191	7	0	728856	730046	1191	1	0	2161
TZ_SAMEA1527880_contig1	A/SA-1	99.412	1191	7	0	941671	942861	1191	1	0	2161
TZ_SAMEA1527882_contig1	A/SA-1	99.412	1191	7	0	940854	942044	1191	1	0	2161
TZ_SAMEA1527883_contig1	A/SA-1	99.412	1191	7	0	1004365	1005555	1191	1	0	2161
TZ_SAMEA1527887_contig1	A/SA-1	99.412	1191	7	0	43727	44917	1191	1	0	2161
TZ_SAMEA1527888_contig1	A/SA-1	99.412	1191	7	0	729367	730557	1191	1	0	2161
TZ_SAMEA1527891_contig1	A/SA-1	99.412	1191	7	0	729151	730341	1191	1	0	2161
TZ_SAMEA1527896_contig1	A/SA-1	99.412	1191	7	0	247533	248723	1191	1	0	2161
TZ_SAMEA1527899_contig1	A/SA-1	99.412	1191	7	0	247533	248723	1191	1	0	2161
TZ_SAMEA1527902_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527903_contig1	A/SA-1	99.328	1191	8	0	247668	248858	1191	1	0	2156
TZ_SAMEA1527909_contig1	A/SA-1	99.328	1191	8	0	628302	629492	1191	1	0	2156
TZ_SAMEA1527910_contig1	A/SA-1	99.412	1191	7	0	941669	942859	1191	1	0	2161
TZ_SAMEA1527911_contig1	A/SA-1	99.412	1191	7	0	628262	629452	1191	1	0	2161
TZ_SAMEA1527917_contig1	A/SA-1	99.412	1191	7	0	247652	248842	1191	1	0	2161
TZ_SAMEA1527920_contig1	A/SA-1	99.412	1191	7	0	128280	129470	1191	1	0	2161
TZ_SAMEA1527921_contig1	A/SA-1	99.412	1191	7	0	838380	839570	1191	1	0	2161
TZ_SAMEA1527922_contig1	A/SA-1	99.412	1191	7	0	729616	730806	1191	1	0	2161
TZ_SAMEA1527924_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527926_contig1	A/SA-1	99.412	1191	7	0	628043	629233	1191	1	0	2161
TZ_SAMEA1527929_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527931_contig1	A/SA-1	99.412	1191	7	0	628441	629631	1191	1	0	2161
TZ_SAMEA1527932_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527933_contig1	A/SA-1	99.412	1191	7	0	247683	248873	1191	1	0	2161
TZ_SAMEA1527936_contig1	A/SA-1	99.412	1191	7	0	175260	176450	1191	1	0	2161
TZ_SAMEA1527938_contig1	A/SA-1	99.412	1191	7	0	628851	630041	1191	1	0	2161
TZ_SAMEA1527940_contig1	A/SA-1	99.412	1191	7	0	729144	730334	1191	1	0	2161
TZ_SAMEA1527942_contig1	A/SA-1	99.412	1191	7	0	247718	248908	1191	1	0	2161
TZ_SAMEA901498_contig1	A/SA-1	99.412	1191	7	0	729242	730432	1191	1	0	2161
TZ_SAMEA901499_contig1	A/SA-1	99.412	1191	7	0	728951	730141	1191	1	0	2161
TZ_SAMEA9664041_contig1	A/SA-1	99.412	1191	7	0	780669	781859	1191	1	0	2161
TZ_SAMEA9664043_contig1	A/SA-1	99.412	1191	7	0	487711	488901	1191	1	0	2161
TZ_SAMEA9664044_contig1	A/SA-1	99.412	1191	7	0	821820	823010	1191	1	0	2161
TZ_SAMEA9664045_contig1	A/SA-1	99.412	1191	7	0	832357	833547	1191	1	0	2161
TZ_SAMEA9664046_contig1	A/SA-1	99.412	1191	7	0	935633	936823	1191	1	0	2161
TZ_SAMEA9664047_contig1	Ba/Apache2	99.578	1185	5	0	729270	730454	1185	1	0	2161
TZ_SAMEA9664049_contig1	A/SA-1	99.412	1191	7	0	615560	616750	1191	1	0	2161
TZ_SAMEA9664050_contig1	A/SA-1	99.412	1191	7	0	957776	958966	1191	1	0	2161
TZ_SAMEA9664051_contig1	A/SA-1	99.412	1191	7	0	206593	207783	1191	1	0	2161
TZ_SAMEA9664052_contig1	A/SA-1	99.412	1191	7	0	957680	958870	1191	1	0	2161
TZ_SAMEA9664053_contig1	A/SA-1	99.412	1191	7	0	247719	248909	1191	1	0	2161
TZ_SAMEA9664054_contig1	A/SA-1	99.328	1191	8	0	794241	795431	1191	1	0	2156
TZ_SAMEA9664056_contig1	Ba/Apache2	99.578	1185	5	0	729169	730353	1185	1	0	2161
TZ_SAMEA9664057_contig1	A/SA-1	99.412	1191	7	0	957680	958870	1191	1	0	2161
TZ_SAMEA9664059_contig1	A/SA-1	99.412	1191	7	0	957833	959023	1191	1	0	2161
TZ_SAMEA9664060_contig1	A/SA-1	99.412	1191	7	0	829445	830635	1191	1	0	2161
TZ_SAMEA9664061_contig1	A/SA-1	99.412	1191	7	0	942004	943194	1191	1	0	2161
TZ_SAMEA9664062_contig1	A/SA-1	99.412	1191	7	0	729290	730480	1191	1	0	2161
TZ_SAMEA9664063_contig1	A/SA-1	99.412	1191	7	0	964051	965241	1191	1	0	2161
TZ_SAMEA9664065_contig1	A/SA-1	99.412	1191	7	0	935633	936823	1191	1	0	2161
TZ_SAMEA9664066_contig1	A/SA-1	99.412	1191	7	0	206590	207780	1191	1	0	2161
TZ_SAMEA9664067_contig1	A/SA-1	99.412	1191	7	0	935633	936823	1191	1	0	2161
TZ_SAMEA9664068_contig1	A/SA-1	99.412	1191	7	0	935633	936823	1191	1	0	2161
TZ_SAMEA9664069_contig1	A/SA-1	99.412	1191	7	0	957794	958984	1191	1	0	2161
TZ_SAMEA9664070_contig1	A/SA-1	99.412	1191	7	0	785536	786726	1191	1	0	2161
TZ_SAMEA9664072_contig1	A/SA-1	99.412	1191	7	0	958404	959594	1191	1	0	2161
TZ_SAMEA9664073_contig1	A/SA-1	99.412	1191	7	0	247724	248914	1191	1	0	2161
TZ_SAMEA9664074_contig1	A/SA-1	99.412	1191	7	0	964051	965241	1191	1	0	2161
TZ_SAMEA9664075_contig1	A/SA-1	99.412	1191	7	0	729290	730480	1191	1	0	2161
TZ_SAMEA9664078_contig1	A/SA-1	99.412	1191	7	0	729299	730489	1191	1	0	2161
TZ_SAMEA9664079_contig1	A/SA-1	99.412	1191	7	0	247712	248902	1191	1	0	2161
TZ_SAMEA9664080_contig1	A/SA-1	99.412	1191	7	0	247724	248914	1191	1	0	2161
TZ_SAMEA9664081_contig1	A/SA-1	99.412	1191	7	0	935633	936823	1191	1	0	2161
TZ_SAMEA9664082_contig1	A/SA-1	99.412	1191	7	0	729182	730372	1191	1	0	2161
TZ_SAMEA9664083_contig1	A/SA-1	99.412	1191	7	0	247707	248897	1191	1	0	2161
TZ_SAMEA9664084_contig1	A/SA-1	99.412	1191	7	0	832855	834045	1191	1	0	2161
TZ_SAMEA9664085_contig1	A/SA-1	99.412	1191	7	0	727754	728944	1191	1	0	2161
TZ_SAMEA9664086_contig1	Ba/Apache2	99.578	1185	5	0	729483	730667	1185	1	0	2161
TZ_SAMEA9664087_contig1	A/SA-1	99.412	1191	7	0	942004	943194	1191	1	0	2161
TZ_SAMEA9664088_contig1	A/SA-1	99.412	1191	7	0	206565	207755	1191	1	0	2161
TZ_SAMEA9664089_contig1	A/SA-1	99.412	1191	7	0	247719	248909	1191	1	0	2161
TZ_SAMEA9664090_contig1	A/SA-1	99.412	1191	7	0	957830	959020	1191	1	0	2161
TZ_SAMEA9664092_contig1	A/SA-1	99.412	1191	7	0	957789	958979	1191	1	0	2161
TZ_SAMEA9664095_contig1	A/SA-1	99.412	1191	7	0	957807	958997	1191	1	0	2161
TZ_SAMEA9664098_contig1	A/SA-1	99.412	1191	7	0	957914	959104	1191	1	0	2161
TZ_SAMEA9664099_contig1	A/SA-1	99.412	1191	7	0	726898	728088	1191	1	0	2161
TZ_SAMEA9664100_contig1	A/SA-1	99.412	1191	7	0	935621	936811	1191	1	0	2161
TZ_SAMEA9664101_contig1	A/SA-1	99.412	1191	7	0	942004	943194	1191	1	0	2161
TZ_SAMEA9664102_contig1	Ba/Apache2	99.494	1185	6	0	964031	965215	1185	1	0	2156
TZ_SAMEA9664103_contig1	A/SA-1	99.412	1191	7	0	964051	965241	1191	1	0	2161
TZ_SAMEA9664105_contig1	A/SA-1	99.412	1191	7	0	834965	836155	1191	1	0	2161
TZ_SAMEA9664107_contig1	A/SA-1	99.412	1191	7	0	964160	965350	1191	1	0	2161
TZ_SAMEA9664108_contig1	A/SA-1	99.412	1191	7	0	729482	730672	1191	1	0	2161
TZ_SAMEA9664109_contig1	A/SA-1	99.412	1191	7	0	964051	965241	1191	1	0	2161
TZ_SAMEA9664110_contig1	A/SA-1	99.412	1191	7	0	935800	936990	1191	1	0	2161
TZ_SAMEA9664111_contig1	A/SA-1	99.412	1191	7	0	957840	959030	1191	1	0	2161
TZ_SAMEA9664112_contig1	A/SA-1	99.412	1191	7	0	778119	779309	1191	1	0	2161
TZ_SAMEA9664113_contig1	Ba/Apache2	99.494	1185	6	0	729170	730354	1185	1	0	2156
TZ_SAMEA9664115_contig1	Ba/Apache2	99.578	1185	5	0	839159	840343	1185	1	0	2161
TZ_SAMEA9664116_contig1	Ba/Apache2	99.578	1185	5	0	729174	730358	1185	1	0	2161
TZ_SAMEA9664117_contig1	A/SA-1	99.412	1191	7	0	964173	965363	1191	1	0	2161
TZ_SAMEA9664118_contig1	A/SA-1	99.412	1191	7	0	935633	936823	1191	1	0	2161
TZ_SAMEA9664119_contig1	A/SA-1	99.412	1191	7	0	957829	959019	1191	1	0	2161
TZ_SAMEA9664120_contig1	A/SA-1	99.412	1191	7	0	957680	958870	1191	1	0	2161
TZ_SAMEA9664121_contig1	A/SA-1	99.412	1191	7	0	206587	207777	1191	1	0	2161
TZ_SAMEA9664122_contig1	A/SA-1	99.412	1191	7	0	957807	958997	1191	1	0	2161
TZ_SAMEA9664124_contig1	A/SA-1	99.412	1191	7	0	935633	936823	1191	1	0	2161
TZ_SAMEA9664125_contig1	A/SA-1	99.412	1191	7	0	935633	936823	1191	1	0	2161
TZ_SAMEA9664126_contig1	Ba/Apache2	99.578	1185	5	0	729170	730354	1185	1	0	2161
US_SAMEA1398227_contig1	Ba/Apache2	99.831	1185	2	0	729049	730233	1185	1	0	2178
US_SAMEA1903241_contig1	F/IC-CAL-13	100	1188	0	0	727221	728408	1188	1	0	2194
US_SAMEA767935_contig1	E/Bour	100	1182	0	0	727438	728619	1182	1	0	2183
VN_SAMEA104223450_contig1	Ba/Apache2	99.578	1185	5	0	788532	789716	1185	1	0	2161
VN_SAMEA104223451_contig1	Ba/Apache2	99.578	1185	5	0	804952	806136	1185	1	0	2161
VN_SAMEA104223455_contig1	Ba/Apache2	99.578	1185	5	0	796881	798065	1185	1	0	2161
VN_SAMEA104223461_contig1	Ba/Apache2	99.578	1185	5	0	789260	790444	1185	1	0	2161
VN_SAMEA104223462_contig1	Ba/Apache2	99.578	1185	5	0	796810	797994	1185	1	0	2161
